feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,target
2360.0,2710.0914285714284,0.8708193292371792,16,1936.96,0.0,5218.22,0.0,2,388.4867032967033,0.0,750,,0,0,,1,0.206,0,0,,0,394,0,0,0,0,0,0,0,0,0,0,0,503.7285714285714,0,0,0,392.6541436464088,454.00659340659337,582.3586956521739,205.7946031746032,143.0633333333332,413.4200000000001,-28.699999999999815,236.97680821830093,1.5352569453018907,478.27345005089194,1.2198298175234914,0
1612.0257142857142,4120.702857142857,0.3912016396648006,46,2708.19,0.0,260.0,0.0,0,1260.1871428571428,0.0,602,3.0,6,2,0.0441541617186656,3,1.1226,0,1,255.0,200,6500,0,0,17,1,1,42,0,0,0,8,2126,1465.0228571428572,5,2,0,1120.086408839779,1109.8662191780822,249.99775510204088,45.56920577617328,-124.25999999999976,168.03000000000063,-618.27,430.2152267179768,7.24586483928057,461.35383705086986,0.3633377153126852,1
4281.783166666666,7453.156666666667,0.5744925751817909,16,2430.0,0.0,4399.0,0.0,11,868.5641758241758,0.0,696,125.0,8,2,0.9573388733210938,0,,0,0,,0,12637,0,0,0,0,0,0,0,0,1,1,0,1468.7716666666663,0,0,0,568.5625966850829,1435.8483835616437,1196.1122727272727,156.78449704142014,-60.703333333335046,1112.8200000000006,-803.8000000000029,1028.2550231500634,1.8133274066757223,1079.9937454516953,1.230038486895238,1
865.3291666666664,2921.596666666666,0.2961836507206676,3,85.0,0.0,991.0,0.0,61,-272.95824175824174,0.0,606,479.0,1,1,0.518,0,,0,0,,2331,9709,0,0,0,0,0,0,0,0,0,0,0,-265.21999999999997,0,0,0,-270.51662983425416,-266.1312328767123,431.9169999999999,35.061829268292676,4.3766666666664,53.85999999999876,-24.61999999999898,43.06454729047148,1.5077968473474088,89.77784505751424,-0.3285971213277381,1
3190.9436979166667,9813.534791666669,0.3251574244813716,199,19702.8,0.0,1071.25,43362.21,0,6965.082857142857,0.0,661,376.0,4,1,0.950803051471952,3,0.8761904761904762,0,0,,1852,5023,0,0,0,1,0,0,1,1,0,1,0,7906.844999999999,0,0,0,6971.482209944752,6683.5200273972605,1352.1360215053762,247.17037924151705,638.7633333333251,11059.919999999993,-11813.129999999996,11570.955994758306,-29.016814503848213,4647.1716212529245,0.6275427795098295,1
3256.644,4422.0095833333335,0.736462447362026,23,-3437.4300000000003,0.0,120.0,9992.43,0,1263.266043956044,22.0,632,1.0,10,2,1.0,2,0.68675,0,0,,0,2309,0,0,0,0,0,0,1,1,1,1,0,1744.6675,0,0,0,1600.3386740331491,3364.7167945205483,967.7140625,128.37543307086614,-546.8366666666656,4027.459999999999,-3879.2199999999975,4097.030473554391,18.644317570070378,1659.8072621904705,1.2251037120454007,0
1877.66,3936.817777777778,0.4769486692015209,1,8.0,0.0,2600.0,0.0,1,142.89824175824177,0.0,625,336.0,1,2,0.6691290339806689,2,0.814078947368421,0,3,3552.0,0,12682,0,0,0,1,1,1,0,0,1,5,0,91.78555555555556,0,0,0,162.9939226519337,188.7410684931507,846.3199999999999,89.48132867132865,248.43000000000077,746.6100000000015,-0.6899999999995998,431.4365367003594,1.2894639667448666,318.11583954653923,2.204899807483343,1
1018.6111805555556,2252.484722222222,0.4522166878675339,21,-876.37,0.0,107.0,3796.56,14,440.057912087912,0.0,645,85.0,5,1,0.9672727272727272,0,,0,0,,0,4893,0,0,0,0,0,0,0,0,1,0,0,485.9757142857143,0,0,0,321.622817679558,280.550055401662,539.1324000000001,68.53746113989637,83.5266666666671,3692.57,-3063.9799999999987,3401.838333406414,-12.255141622422522,819.9748741645828,1.8018768092523705,0
802.4133333333333,3043.173333333333,0.2636765131135043,19,-9.0,0.0,354.95,0.0,39,93.32648351648352,812.51,611,206.0,6,0,,2,0.304,0,0,,854,3250,0,0,0,0,0,0,1,0,0,0,0,11.671666666666669,0,0,11,82.67110497237569,1.589090909090909,323.55894736842106,26.689869848156174,-2.929999999999685,552.3200000000002,-551.4300000000007,551.9059589277873,0.2080246120920277,214.84400566411028,2.465745943200748,1
899.3002083333333,2486.000833333333,0.3617457388891999,24,915.0,0.0,1887.5,0.0,5,231.19065934065932,0.0,651,317.0,2,0,,0,,0,0,,0,505,0,0,0,0,0,0,0,0,0,0,0,454.8225,0,0,0,147.52331491712707,247.71408839779005,114.8349295774648,20.729488491048595,16.016666666666424,218.67000000000053,-186.6900000000005,202.6800052628121,1.5045714285714291,295.43300856220327,1.2681136839769989,1
1541.7875,4689.43,0.3287792972706704,57,6284.0,0.0,23.0,0.0,60,-643.3191208791209,0.0,618,147.0,1,4,0.8189219539584504,2,0.8112121212121212,0,0,,332,7690,0,0,0,0,0,1,1,0,2,14,2549,-581.0366666666666,0,0,0,-661.7165745856354,-722.782561983471,469.75789473684216,81.15418181818181,-1.039999999998751,10.520000000001346,-8.119999999998981,10.095305839844682,-4.102102728731942,318.8414540141623,-0.4980411377450828,1
905.8958333333334,3375.6233333333334,0.268364015732403,84,-309.41999999999996,0.0,80.0,0.0,48,116.76615384615384,0.0,609,780.0,0,0,,0,,0,0,,0,5097,0,0,0,0,0,0,0,0,0,0,0,505.06333333333333,0,0,0,0.9881767955801108,-65.70468493150685,210.529875,39.44653395784543,-0.4266666666668849,71.49000000000069,-132.84000000000017,114.81538326083891,-4.199316952710209,713.5667131749217,6.9222913467044656,1
6411.831547619047,13056.859523809522,0.4910699648661231,264,-10076.0,0.0,5000.0,27500.0,5,3915.467472527472,-25600.0,673,252.0,2,3,0.9641268272014688,4,0.98119804400978,0,0,,0,11080,0,0,0,1,0,0,0,0,3,10,0,4921.015,0,0,1,2581.358674033149,1497.689616438356,738.757597765363,185.21492617449667,-1915.8366666666736,609.7499999999709,-4020.4999999999927,2343.648033522364,-72.69850277812075,4003.4865483794174,1.022561095273271,0
1306.8818749999998,5227.527499999999,0.25,11,-444.03,0.0,920.0,0.0,26,190.19186813186812,0.0,645,9.0,1,0,,0,,0,0,,0,5523,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,272.3796178343949,272.3796178343949,354.85875,65.66781818181818,-515.2400000000001,-1.1300000000001091,-1538.9700000000005,886.5790290211023,-1.3576989751821196,384.69785029782827,2.205282728902438,1
1176.6536666666666,2827.066666666666,0.4162100881950668,15,-1503.0,0.0,0.0,3000.0,0,831.5263736263736,0.0,671,255.0,6,1,0.9317568969093548,1,0.9861818181818182,0,0,,0,409,0,0,0,0,0,0,0,0,1,0,0,1210.9383333333333,0,0,0,710.3644751381215,571.6760330578512,395.55333333333334,66.33233830845772,-1279.8400000000004,-356.5500000000002,-2465.0200000000004,1078.3557920742116,28.154810388113766,1026.2353516914254,1.1143529337442442,1
1212.3,2502.7666666666664,0.4843839484304037,59,-2077.05,0.0,253.0,0.0,2,180.45505494505497,0.0,603,465.0,1,0,,0,,0,0,,7410,2654,0,0,0,0,0,6,0,0,0,0,0,200.7569230769231,0,0,0,414.25530386740337,362.9938630136987,161.55781609195404,51.96310714285713,-164.71333333333192,-7.699999999997999,-306.98999999999796,150.1882253485051,2.436990163394658,271.66895785677053,1.0268600902163254,1
868.7666666666668,2815.066666666667,0.3086131767157675,141,4741.55,1.0,0.0,0.0,6,194.1668131868132,0.0,622,321.0,2,0,,1,1.2924,0,0,,0,489,0,0,0,0,0,0,1,0,0,0,0,234.70833333333337,0,0,0,156.6093370165746,156.55096153846154,169.70505747126438,71.73790476190476,-100.20666666666692,266.5100000000002,-435.65000000000055,352.12310692900235,-1.4949710663867974,317.54584873878593,1.6307483861197696,1
4046.556833333333,7050.796666666666,0.5739148389378221,22,3338.9,0.0,5563.65,0.0,2,1225.4474725274724,0.0,617,32.0,6,3,0.957659133458144,1,0.972,0,1,252.0,2296,9652,0,0,0,0,0,0,0,2,1,4,0,1318.6983333333333,0,0,0,1403.7436464088398,1330.1933150684931,671.211914893617,98.92517647058826,-695.8666666666686,696.1999999999916,-2367.9800000000014,1551.1670992299073,-25.447659052557945,1221.0638048227415,0.95295185831985,0
3725.711,10023.875952380951,0.3716836698398127,7,-10618.81,0.0,593.0,10589.01,41,3808.708901098901,0.0,638,0.0,6,5,0.562020389370359,5,0.96284375,0,0,,0,11775,0,0,0,0,0,0,1,0,3,17,0,3797.102857142857,0,0,0,2458.5159668508286,2261.8762087912087,2138.5680952380953,114.99501333333336,595.5999999999991,3767.8599999999983,-3739.920000000002,3886.7171884252143,29.853341317858177,2951.0944955082746,0.6698398944909085,0
924.2727514880952,2880.4430059523806,0.3208786806675581,35,-5625.0,0.0,3930.0,0.0,53,-380.4871428571429,0.0,633,1.0,2,0,,0,,0,0,,1223,10762,0,0,0,1,1,15,0,0,0,0,0,-317.7716666666667,0,0,0,-362.6764640883978,-353.93951219512195,387.6757692307692,92.0644292237443,-0.9900000000012976,35.229999999997744,-49.95000000000073,43.99589526308042,2.7097151911758655,413.8344300920966,-1.7981378355435411,1
2911.51,7957.146666666667,0.3658987476247767,65,10567.0,0.0,2920.0,0.0,16,209.36967032967033,0.0,618,54.0,3,3,0.0,4,0.3885945945945946,0,1,37.0,22267,13722,0,0,144,0,0,48,0,0,0,17,0,203.839375,5,5,0,224.81,196.92771653543304,555.3416393442623,110.6836274509804,2.216666666665939,136.4100000000035,-118.48000000000684,127.97987354789272,3.1195435650491836,269.2853935948033,1.275644971939357,0
3282.855,8427.199444444444,0.3895546820319047,20,4432.42,0.0,2665.0,10698.51,0,3168.694725274725,0.0,621,63.0,7,2,0.4890967875077389,1,0.6155,0,0,,0,7037,1,0,0,1,0,0,0,0,1,6,0,3558.4785714285713,0,0,0,2590.6925966850827,2092.248027397261,1217.6068181818182,81.40878962536027,-487.1666666666712,3602.729999999994,-3050.8800000000083,3579.74275377901,-24.22473334156481,1920.127057037477,0.5127445990644779,0
4404.061138888888,10378.300555555554,0.4243528230189261,75,10774.04,0.0,4507.0,58000.0,2,2093.9339560439557,0.0,609,324.0,6,3,0.3415324229291029,2,0.6982608695652174,0,0,,18452,13206,0,0,8,1,0,0,0,0,0,13,3545,2601.848,0,0,0,1622.8569613259667,1386.6514453125,1982.2309433962264,214.86291666666676,5798.056666666657,38997.02000000001,-13096.490000000036,28842.602139200862,-271.8988118697781,7430.19400862993,0.3236101675343698,0
2573.162666666666,4801.090666666666,0.5359537749478035,34,130.36,0.0,507.25,0.0,43,123.33109890109893,0.0,600,428.0,1,2,0.9985045644264892,1,1.2433333333333334,0,0,,527,1942,0,0,0,4,4,2,0,0,0,0,2044,863.174,0,0,0,57.04707182320443,-50.88301104972375,297.8545098039216,47.23174377224199,639.4866666666668,1706.550000000001,-112.2800000000002,949.5233716098488,14.620760423097504,741.235238147082,2.99939534012651,0
2008.3,8583.889166666666,0.2339615483152693,30,12724.0,0.0,0.0,0.0,0,373.2117582417582,0.0,649,7.0,6,0,,1,1.0161111111111112,0,0,,543,9935,0,0,0,0,0,0,0,0,0,13,0,303.53000000000003,0,0,0,296.9580110497238,346.62138075313806,1128.2956,163.61523255813952,21.85666666666596,1756.989999999998,-1723.949999999997,1740.4945449306426,-6.519070337901798,543.4309282363722,1.4401989986164057,1
1589.7141527777776,3245.388611111111,0.4898378417102762,99,-2431.85,0.0,7412.5,11867.83,17,192.93340659340657,881.0,604,6.0,8,2,0.962061155152888,1,0.227,0,0,,271,4958,0,0,26,0,0,0,1,0,1,2,97,319.7333333333333,0,0,1,181.98839779005525,193.86323287671237,337.16733812949644,81.6849128919861,-6.9600000000051905,223.01000000000025,-163.48000000001048,203.44484977507315,3.4172463267070015,843.6516853041112,2.552136941817101,0
3209.532202380952,3880.602142857143,0.8270706669295124,54,-15163.79,0.0,0.0,12500.0,0,1317.5600000000002,0.0,685,2.0,5,0,,2,0.0,0,0,,0,11959,0,0,0,0,0,0,2,0,0,0,0,953.2171428571428,0,0,0,726.819226519337,458.4948493150685,502.124625,253.39033557046977,804.9366666666687,12334.12,-10156.269999999991,11255.947703700174,38.93131612956333,2185.6000288752,1.2689151441313002,0
1320.5047916666665,1895.2591666666665,0.6967410129925062,17,-9250.75,0.0,3014.0,8780.85,2,755.283956043956,0.0,679,8.0,3,1,0.8939105613701237,1,0.536,0,0,,0,1266,0,0,0,0,0,0,1,0,0,0,0,240.68,0,0,0,424.9082320441989,577.0000821917808,193.77365853658537,26.747254901960783,-79.98000000000025,614.0600000000009,-798.9500000000012,706.8348065142246,37.32916549368235,1929.1975986158675,2.527123056808933,0
1014.0,3937.8919047619047,0.2574981803776325,32,-1444.39,0.0,203.5,0.0,18,631.2684615384616,0.0,618,31.0,2,0,,0,,0,0,,0,4150,0,0,0,0,0,0,0,0,0,0,0,905.8314285714284,0,0,0,357.1722099447514,227.0093698630137,781.5880000000001,34.51210953346857,841.743333333332,2127.079999999997,-700.8700000000026,1431.4219374570637,0.9725865744742168,944.1848254460018,1.5028222678719698,1
3000.0,5664.586666666667,0.5296061613203905,18,11585.0,0.0,0.0,0.0,0,1305.441978021978,0.0,631,15.0,1,0,,0,,0,0,,0,2484,0,0,0,0,0,0,0,0,0,4,0,1740.1611111111113,0,0,0,1179.547182320442,1071.1526944444445,1210.635,399.1423999999999,611.4366666666668,1351.66,-734.8099999999995,1167.81311674143,-16.44067851998189,1411.617180822945,0.0919209599877621,1
1750.9730972222223,4772.296388888889,0.3669036779230498,13,3300.86,1.0,0.0,0.0,5,1349.0407692307692,0.0,686,588.0,1,1,0.5891866552074381,2,0.755,0,0,,0,2354,0,1,9,2,2,0,0,0,0,0,7541,2017.5416666666667,0,0,0,1650.9058563535914,1632.491589041096,692.4037931034483,88.43161016949153,-263.38333333333384,822.3800000000001,-2128.970000000001,1622.870921864501,8.111859488825782,1013.6070022330118,0.7467539112420629,1
4391.986666666667,0.0,,122,-27701.36,0.0,47828.84,131313.95,45,0.0,33700.0,619,0.0,19,1,0.98,2,0.867,0,0,,0,8261,0,0,0,0,0,0,1,0,1,10,0,0.0,0,0,93,0.0,0.0,1296.074550561798,324.43514978602013,1090.7433333333029,4621.95999999989,-4449.639999999985,4858.090639421302,63.310831049100734,4213.654951610214,-20.220744710984302,0
5794.129694444444,14013.819444444443,0.4134582807645231,90,6380.0,0.0,14094.1,19000.0,13,1997.8216483516485,-5000.0,657,1.0,17,1,0.9000752047239708,3,0.6545714285714286,0,0,,0,9649,0,0,0,0,0,0,3,0,0,4,0,2997.6066666666666,0,0,0,4164.300607734806,6819.683287671232,2512.773333333333,187.1345811518325,-3726.283333333337,-1001.829999999998,-8738.68000000001,4346.346224477909,-10.565878009630822,2219.1872631961905,1.1044451378717797,1
811.1783333333334,3244.7133333333336,0.25,27,6106.6,0.0,0.0,0.0,3,270.29043956043955,0.0,602,746.0,0,0,,0,,0,0,,0,3123,0,0,0,0,0,0,0,0,0,0,0,349.3066666666667,0,0,0,280.677955801105,269.0185205479452,596.125,149.88422535211265,29.490000000000084,281.99000000000024,-210.96000000000004,246.69581978623,-0.4951380005762023,289.610880018808,0.9356082482087466,1
1497.0347638888888,3853.283055555555,0.3885089006712097,37,2193.0,1.0,0.0,0.0,14,200.8607692307692,0.0,613,37.0,5,1,0.8125365283459965,0,,0,1,672.0,2477,6244,0,0,5,0,0,6,0,0,1,5,3828,123.08666666666666,2,0,0,218.07950276243093,399.1829589041096,528.9739999999999,69.201592039801,-228.39000000000033,-8.520000000000437,-662.9300000000003,376.3316605070586,-0.4130196320533404,372.01418754577537,1.833930299016726,1
979.89,2706.04,0.3621121639000162,46,-363.11,0.0,0.0,0.0,19,349.4332967032967,0.0,621,0.0,27,1,0.9696296296296296,0,,0,0,,0,6299,0,0,0,0,0,35,0,0,0,19,0,821.8,0,0,0,554.1222651933701,228.77522099447515,313.72433333333333,67.20395522388058,270.9333333333343,399.9800000000014,40.05000000000018,200.41315134824265,1.0799184261431434,700.5213934333057,1.978069974978705,1
1771.081,2708.463333333333,0.6539062125017999,27,2521.57,0.0,4529.84,0.0,1,163.29043956043955,642.0,603,2.0,8,2,0.9060926076360682,2,0.8229813664596274,0,1,574.0,206,7107,0,0,15,0,0,18,0,0,1,18,0,156.66833333333332,5,1,0,98.57419889502762,52.75090410958904,605.7028571428572,217.79403846153843,464.8233333333337,1345.9300000000003,-1.4599999999995816,763.4944344481714,2.288872288759929,382.9937838911207,2.3191582637720924,1
1295.47,3475.8280555555552,0.3727083098743617,38,-1769.0,0.0,4618.0,0.0,0,360.2343956043956,0.0,608,28.0,4,0,,1,0.8204109589041096,0,0,,599,9425,0,0,0,0,0,0,0,0,0,0,0,352.5916666666667,0,0,0,391.1343093922652,481.75315934065935,441.5123076923077,102.6774251497006,23.949999999999815,525.5899999999992,-416.869999999999,474.16454654476144,-2.8926114335103095,452.1032143736552,1.283109932296683,1
3407.431,6475.984523809523,0.5261641666177987,19,2950.0,0.0,0.0,7500.0,8,501.46032967032966,255.0,680,125.0,10,4,0.9134045077105576,5,0.268,0,0,,0,11709,0,0,0,0,0,0,0,0,3,17,0,731.0228571428571,0,0,1,541.3297237569061,419.5082739726027,640.0402985074628,119.0118134715026,-1018.619999999999,3493.7899999999936,-3391.9799999999923,3909.61741096235,4.825036588879282,1161.748856755107,0.4515403913840167,0
995.7539583333332,3097.1358333333333,0.3215080034967791,32,1156.5,0.0,0.0,0.0,0,520.7169230769231,14.25,603,14.0,12,0,,4,0.8694520547945206,0,0,,0,10143,0,0,0,0,0,0,3,0,0,0,0,692.952,0,0,0,475.2087845303867,471.6288671875,457.8386956521739,32.41987012987014,181.65666666666493,625.9499999999994,-245.10000000000264,435.78971607110486,6.559419352183397,442.08631159743305,0.8553746304692328,1
3215.573,4595.882777777778,0.6996638416341002,24,3940.0,0.0,420.0,0.0,6,483.9112087912088,0.0,651,94.0,3,2,0.9417568983583654,3,1.0852727272727272,0,0,,0,6337,0,0,0,0,0,0,2,1,1,0,0,949.8466666666668,0,0,0,425.28651933701656,564.0640821917808,620.794193548387,78.35414285714285,-2726.443333333332,1601.1999999999998,-6776.949999999995,4195.944816681139,-25.55598114993621,1232.203215518992,1.1491911382702331,0
537.4,0.0,,8,1864.0,0.0,110.0,0.0,0,0.0,0.0,691,87.0,3,0,,2,0.3635,0,0,,0,190,0,0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0.0,0.0,346.6402777777778,130.58831460674156,285.56333333333424,541.7900000000018,-196.09999999999943,417.4166755573304,14.779077334650374,535.833304342693,0.3229517800375968,1
935.92,2398.052222222222,0.3902834105642218,30,1965.79,0.0,0.0,0.0,49,-119.88626373626371,0.0,603,924.0,0,0,,1,1.03,0,0,,5564,3892,0,0,0,1,1,1,0,0,0,1,0,94.30666666666669,0,0,0,-176.98922651933702,-174.91649315068491,305.37448275862073,32.94585820895522,8.790000000000115,353.5600000000004,-227.1199999999999,305.26249409319865,-2.718045931596493,247.51152591099472,-2.0974940780438165,1
942.3033333333332,0.0,,23,-70.0,0.0,20.0,0.0,12,0.0,0.0,601,98.0,5,1,0.9471209298198916,2,1.036028368794326,0,0,,0,10924,0,0,0,0,0,0,0,0,1,7,0,0.0,0,0,0,0.0,0.0,375.5254761904762,41.74802992518701,-322.9633333333307,22.760000000002947,-889.2099999999964,494.3634549937248,3.970051775939417,506.84176266693026,1.7477677160898366,0
740.99,3583.7621428571424,0.2067631640891346,39,3916.55,0.0,2543.5,0.0,7,929.84989010989,0.0,626,37.0,1,0,,2,0.8669230769230769,0,2,1979.0,0,8147,0,0,0,0,0,24,1,0,0,6,1033,1244.199,0,0,0,645.5703867403315,406.9442465753425,329.88243902439024,48.8745867768595,565.843333333334,1675.4500000000007,-132.11999999999898,971.5528815423962,11.036911223607856,906.968499893024,0.8472740865498497,1
2183.909361111111,6927.389444444444,0.3152571944489912,27,7340.0,0.0,0.0,15000.0,2,236.55923076923077,0.0,660,50.0,4,2,0.8901027441799974,2,0.8193333333333334,0,1,1677.0,0,11028,0,0,0,0,0,0,1,0,1,3,0,292.24333333333334,0,0,0,296.4602521008403,296.4602521008403,1707.7790909090909,450.8756626506025,49.486666666664554,369.67999999999665,-316.03000000000065,345.09448624012003,6.062662386302834,574.7830388308622,2.309163160090884,1
3342.6165,12568.287777777778,0.2659563943077546,17,1129.89,1.0,646.71,0.0,55,529.8906593406593,20.0,614,22.0,6,4,0.4216758462356227,0,,0,0,,0,9255,25,10,1,0,0,20,0,0,2,9,0,1033.898076923077,0,0,0,620.0629281767956,556.0646575342466,1123.4823255813951,69.68635682158919,609.6466666666711,2602.3500000000076,-453.4499999999989,1727.021952967982,2.535330370004527,765.8851815053941,1.4845008858049855,0
1164.1943055555555,3919.897222222222,0.2969961301423011,2,-825.0,0.0,5960.0,0.0,1,189.55652173913043,20.0,606,373.0,2,0,,2,2.00375,0,0,,2487,7562,0,0,0,0,0,24,0,0,0,4,967,31.436666666666667,0,0,0,189.55652173913043,189.55652173913043,1506.753333333333,408.9445454545455,7.289999999999964,21.86999999999989,0.0,12.626650387177053,0.7862584027135365,351.91577371245074,1.856521582500658,1
1400.7266666666667,2745.5466666666666,0.5101813360787895,28,-245.51,0.0,0.0,0.0,54,27.914835164835164,0.0,633,1214.0,0,2,0.5592228802542251,5,1.1963478260869564,0,0,,0,3247,0,0,0,0,0,0,0,0,0,0,0,187.21,0,0,0,66.08552486187845,26.34580821917808,281.75581818181826,52.574280701754375,170.96666666666866,278.16000000000076,59.400000000004184,109.4455523688969,-4.030531259003169,780.8441257589105,0.8746276280725507,0
1148.3954166666665,3884.941666666666,0.2956017143114547,42,1607.95,2.0,2700.05,0.0,34,-154.45252747252746,320.0,602,145.0,10,0,,1,1.008,0,0,,272,3745,0,0,0,0,0,0,0,0,0,0,0,92.3,0,0,2,-74.37138121546963,-68.38095890410959,177.0565,52.712669902912616,-78.47333333333306,304.3800000000001,-407.09000000000015,358.8225219148505,5.474291887887395,347.3955242144855,-2.7151706386198784,0
2530.543380952381,5201.869523809523,0.4864680610249466,7,-668.0,0.0,626.0,0.0,1,238.63164835164835,0.0,619,0.0,14,2,0.5481639077716085,1,0.958,0,1,471.0,0,6118,0,0,0,0,0,0,1,0,1,1,0,335.1114285714285,0,0,0,225.72779005524865,256.97413698630135,1169.179411764706,83.34077586206894,180.33000000000297,595.5300000000043,-101.96999999999753,367.25109938569386,4.125995061118657,385.5777653129558,1.593398241585024,0
