feature_5_0.0,feature_5_1.0,feature_5_2.0,feature_5_Other,feature_8_0,feature_8_1,feature_8_2,feature_8_Other,feature_13_3,feature_13_2,feature_13_1,feature_13_Other,feature_14_0,feature_14_1,feature_14_2,feature_14_Other,feature_16_1,feature_16_2,feature_16_0,feature_16_Other,feature_18,feature_19_1,feature_19_2,feature_19_3,feature_23_0,feature_23_1,feature_23_2,feature_23_Other,feature_24_0,feature_24_1,feature_24_2,feature_24_Other,feature_25_0,feature_25_1,feature_25_24,feature_25_Other,feature_26_0,feature_26_1,feature_26_2,feature_26_Other,feature_27_0,feature_27_1,feature_27_2,feature_27_Other,feature_28_0,feature_28_24,feature_28_1,feature_28_Other,feature_29_0,feature_29_1,feature_29_2,feature_29_Other,feature_30_1,feature_30_2,feature_31_0,feature_31_1,feature_31_2,feature_31_Other,feature_32_0,feature_32_1,feature_32_2,feature_32_Other,feature_35_0,feature_35_5,feature_35_3,feature_35_Other,feature_36_0,feature_36_2,feature_36_1,feature_36_Other,feature_37_0,feature_37_1,feature_37_2,feature_37_Other,feature_11,feature_22,feature_48,feature_2,feature_12,feature_15,feature_17,feature_6,feature_7,feature_9,feature_39,feature_42,feature_43,feature_44,feature_46,feature_0,feature_1,feature_3,feature_4,feature_10,feature_21,feature_33,feature_34,feature_40,feature_41,feature_47,target
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2.8609031327320844,-1.5597414295475387,0.0364551738366067,1.6159057650284896,-0.0012545690351248712,0.0,-1.3581159143858226,1.2401626009472992,-5.199337582605575,-0.004978022558356872,0.0701713240237995,0.6142734387673533,-0.3822626014820847,1.417809905973448,0.4336951203646905,0.48330456346640605,-0.9469402604148859,-0.4197409936702004,0.21600471938148383,-0.2536062084064879,-5.199337582605575,-5.199337582605575,-0.04154960568202868,0.07645688930607986,1.4487863952782423,-0.40063843274687055,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.9966785262334086,0.029032745019884662,-0.036506479239675114,-0.08939158897445634,-1.3011906842059844,-2.2589316193954514,1.4154040819232794,-0.25231085193165653,-5.199337582605575,1.0367746240188482,0.8545234040163752,-0.36454093736944465,-0.741437639107914,0.2342191939146195,1.052789654358223,-0.15004932736346097,0.020567990985396373,0.7714496755296387,0.4611866093684549,-0.2536062084064879,0.5909490574270496,1.3757592904555926,0.9077709789359255,-1.3404112007442204,-1.1071188594919392,-0.4472370745172915,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.4534071220284588,1.6258730839193731,0.03732481570621558,0.9352117381285616,0.34016306172557254,0.7965631538153258,0.0,1.1230451709023004,-5.199337582605575,0.6828274114446748,1.0990598305253019,-0.1908939438897691,0.33820723557205673,0.01892738102851509,0.4727092200752877,1.4425959586185495,1.0225214989447344,-0.4197409936702004,0.36520972050478867,-0.2536062084064879,-5.199337582605575,-5.199337582605575,0.9129375995131331,1.2018298008995394,1.1231466704763626,0.6363880791514913,1
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.8924195624775845,0.8640108528133438,-0.0954500577876144,-0.7559698911249042,1.2253471659503492,-1.4430759955170316,0.0,0.29842167120740454,-5.199337582605575,-1.901056042891729,-1.9958776316731845,0.1503770815772365,-1.0366671372809941,1.4498571971349596,0.429267495200223,-1.2399512852241603,-0.7647096737863871,-1.6640817375143429,-0.4986321864771317,-0.2536062084064879,1.0706266904780521,-5.199337582605575,-1.9283472122535508,-0.41683725134185307,-1.6832458952652392,-2.1595041500646484,1
1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.5411411891649975,-0.35528095557560896,-0.01399974720421234,-0.5409200177017127,1.061884134877072,0.7501458184104709,-0.30155069319156613,0.34529108643765477,2.144184327956567,2.2750477068271575,2.1473767199403726,1.4033834369313842,2.2098538738255145,-2.2606021623681163,-1.4280597310035787,0.9656050948958336,1.4902348780531003,1.9427030124793654,2.4988610332452157,-0.2536062084064879,1.014914658398123,-5.199337582605575,2.287274836529815,1.3927668944289584,1.6487458919490523,1.9666871939322963,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.21473629806472752,-1.0614606329054463,0.03690443899792601,1.399220426961524,-1.5542696066845807,1.8448108052715728,-0.6671012210158336,-0.4696030591824158,1.2733364694606675,1.0403460184090525,1.7166713218202985,-1.0075995108673126,1.4612914463374236,-1.3119064847029174,1.5738173831037054,1.007065435027639,0.1549252966758955,-0.01380069383179158,-1.4520868576944646,0.8409063506463135,-5.199337582605575,-5.199337582605575,1.0706283903402904,0.8845376997799995,0.886649457888215,1.088297150237834,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.39718948463741977,1.6375820321433388,0.1203699404500849,0.5113311093531973,0.9754933132025202,-1.1250817046231196,-0.4485407831247168,0.8285974464874201,-5.199337582605575,-0.7115852571638039,-0.6327713020256148,0.8360487584753782,0.008518751723340936,1.6503660091723662,0.3982096363273417,0.1142625706217919,-0.0670349449760651,-1.918441485013229,-0.5350828150863223,-0.2536062084064879,-5.199337582605575,-5.199337582605575,-0.9506381865375926,0.6859553273574756,0.2782835386538628,-0.9608959495313337,1
1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.12410533414170095,-0.38910680600039854,0.08603778011516831,0.39258809966503516,0.09171191948527647,0.9019759866268042,0.0,-0.4902495941737755,0.7216823448698916,0.11276925725461738,-0.34154223836899106,0.46058305634851504,1.3840266517854052,-1.1237503616070454,-0.9897355888446024,-0.9472647577531843,-1.3341461253744298,-0.12578779918185587,-0.917280279925639,-0.2536062084064879,-5.199337582605575,-5.199337582605575,-0.07767732451596031,-0.05443794255381166,-0.2306065870574288,0.32459257258214835,0
1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.7620958577828042,-0.8166135155998542,0.14259053677709896,-1.090318656267563,0.6558694369439971,0.0,-1.194604543725676,-0.13059574137887253,-5.199337582605575,-0.8859902056777421,-1.2900965747159512,0.05102413449477857,-0.20105887185645935,0.3282525628001961,0.19811369484213456,-1.377849074104818,-0.6646143329438683,-0.2471336338581233,-0.6155674263394699,1.5365245850292673,0.8269988821762061,-5.199337582605575,-1.2213946549976051,-0.9423507997602507,-2.2593161461121904,-1.4829522584232622,1
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.28049377977543716,-1.5308593572617568,0.0405683124216199,-0.30033872766775555,0.9339099412610543,0.0,0.0,0.6334839687621691,-5.199337582605575,-0.38960997876398146,-0.4299687625138611,0.20846395885591865,-0.6580638708564822,0.9184063840319875,0.4284746438977911,-1.1649599778894966,-1.1895531200755425,0.04141260138064336,-0.16726212784292596,-0.2536062084064879,-5.199337582605575,-5.199337582605575,-0.12020733874158138,-2.292911665353718,-2.575068597674492,-1.0929292406446174,1
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.579642671210112,0.3386693758314198,-0.10988441802255706,-0.5180934158143384,0.445919140442015,-0.7747502503998195,-0.4615617551195742,-0.761352674464305,-5.199337582605575,-2.16818634025595,-2.414174954320816,0.07090057963733765,-1.186839533165036,1.5547326851796863,-0.48431056481104556,-0.22722845549689616,0.2782165466100257,0.9774865599420667,1.2591465026117534,-0.2536062084064879,0.645630749275982,1.452679937467017,-2.2463355282215978,-0.25656464640951454,0.08877359824905123,-0.9551354156306993,1
1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.8142253396607163,-0.3360262407184211,0.5222285028597174,-1.0240986138238488,1.5387493790811493,0.0,0.0,-0.5909490574270496,-5.199337582605575,-0.7953032620001363,-1.6437141428527227,0.08047304822677404,-0.9766456326829565,1.0437858511983371,-0.49509997647082105,-1.1410707551454804,-0.4156294449686578,1.3494976421228684,-0.7415369883655164,-0.2536062084064879,-5.199337582605575,-5.199337582605575,-0.03794325742090452,-1.5437967078124832,-1.4372695588537279,0.14046946491615034,1
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0.85391808043247,1.220743475370163,0.01965052141953229,0.5879517573477046,0.7884553079874755,0.8691116042908844,0.5113831407692849,1.2098494793835988,1.9417166991865393,1.885859415849432,1.133078271148209,-1.8400003334373511,-0.13323890526892573,-1.340305986179914,-1.9266224895287063,2.1441428037466315,1.8861826200617353,2.2238554482748665,-2.1210495664306808,-5.199337582605575,-5.199337582605575,-5.199337582605575,1.9300670319692457,0.48230720030586455,1.3241035806989392,1.8385404861563093,0
1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.12410533414170095,-0.22518153086487994,0.12040256022516906,-1.4390013150939502,-1.0124743363652702,0.0,0.0,0.27048547902722114,-5.199337582605575,-0.5293546703159135,-0.3651984954891564,-0.9735034872457141,-1.3161281912816687,-0.5191130701698526,-0.12213223071712875,-0.5014118970863705,0.4741933030606966,-0.7867445291708417,-0.7817080439570582,-0.2536062084064879,-5.199337582605575,-5.199337582605575,-1.2859482344889681,-0.791967656298925,-0.33087257172641965,-0.6744556228646325,1
1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.8017885985545579,-1.5558384468062167,0.027469956364076415,0.17166675011020283,0.7987689042511946,0.5916087303557798,0.5579187812512223,-5.199337582605575,0.5999365109266499,0.6592412650992555,0.26268404207180596,-1.5294309217405817,-1.814616151243173,-0.9313097191123445,1.823390280871883,-0.6768483315564275,-0.8524418448326749,-0.47943158017267345,-1.1056249259643014,-0.2536062084064879,-5.199337582605575,-5.199337582605575,0.7396156460681484,-0.5640737791275898,-0.310678079937655,0.5703283253824851,1
1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.9706137852944525,-0.9716920298550432,0.020016738197015917,0.5523247503756982,1.1980811386202692,0.0,0.0,-0.26687904728713124,-5.199337582605575,-0.5626732227444474,-0.11749255798424191,-0.45885173996146683,-1.354492211872259,0.7261507400305515,0.5613909433737294,-0.6279675737397833,-1.1735199964716694,1.0124743363652702,-1.22064034884735,-0.2536062084064879,1.6339334423532732,-5.199337582605575,-0.6554819701307133,-1.9362983659403235,-0.8238144924835662,-1.1987025740795925,1
0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.4753837074542879,-1.5350225388525,0.07145993099331045,-0.6636249076046637,0.9412345401292033,0.0,1.7172099287131153,-5.199337582605575,-5.199337582605575,-0.5151058448493954,-0.7299745070791454,-0.2962874269094698,-0.5796270050636823,0.49763185278457434,-0.14270620765148617,-1.2341782321237242,-0.861662758544257,1.7364087710287555,0.9775070529481337,-0.2536062084064879,-5.199337582605575,-5.199337582605575,-0.5650638226730292,-1.8520105529305366,-0.1422429302038688,-0.9706143047578729,1
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.605707412149068,0.8491795183963207,0.013720746954139525,0.933097396219749,-0.47380967366369614,0.798787435902764,0.44842628493859704,1.2922977385196581,-5.199337582605575,1.0092837637808232,1.0273688047094827,-1.151244841091863,-0.04491794225227236,-0.8977541421347185,-1.3531110078210316,1.3361866969817306,0.9216434141099533,-0.07031374338320635,0.6351380573379182,-0.2536062084064879,1.0650139966294405,-5.199337582605575,0.7988447697209204,0.3112464366972888,0.45864058702449095,0.7479650696207402,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.0583478524309913,1.4015816757180763,-0.010396599642884885,-0.2251009333724225,-5.199337582605575,-1.3581127969245863,0.40068540439299405,0.0667544395609626,1.32951827315512,1.8333269529521765,1.4501982763188526,1.3513763639657042,1.3950430369312075,-1.2620001278503823,1.8452073974960916,1.2027637333691206,1.529026835235222,-1.1546146901626584,-2.1682151613466996,-0.2536062084064879,-5.199337582605575,-5.199337582605575,1.7379951975196377,2.052108644353618,0.7206606859056855,1.608770093210866,0
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.18867155712577147,1.1380002412541392,-0.22063523987548728,-0.5764766698290893,-1.5542696066845807,0.0,0.0,1.0493986530214576,-5.199337582605575,-1.975590294975934,-2.11160995788229,0.07169164433864027,-1.0893565046957572,1.3213750391792827,0.5959525072544802,-1.1148175851740985,-0.8061584370683029,0.4612146045705889,-1.6991344813020086,-0.2536062084064879,0.9212467270122621,-5.199337582605575,-1.9675692002631353,-0.6117197082342558,0.3205683015291899,-0.5700901097322845,1
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,-0.579642671210112,1.9081888355416552,0.04120987726280031,-0.2757331640604301,-0.22906445623598432,-5.199337582605575,-1.0890996347314574,0.8803162899713515,-5.199337582605575,-0.4586199773282815,-0.6030772849752637,0.13042802808869727,-0.8086309068028414,1.079353468588593,0.6551810593576217,0.8074085829015962,1.1400799298615445,1.102440367015165,1.7707019827448853,-0.2536062084064879,2.3571906751062257,-5.199337582605575,-0.6465951372186877,-0.0011127215893228356,0.6640212837132107,-1.2078364018806522,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.5014484483932439,0.16875952715920767,-0.02377901427955615,-0.10466872446368743,-0.12452336608306731,-1.4915482389515204,-0.7558247383274255,0.8373611482487049,1.3341773922446825,1.7256764377382368,1.3767011266183333,-0.9199243624978983,1.3613956561619438,-1.1174296677843893,-1.327700778535263,1.0229601723310193,1.2111196619694067,-0.18547963396527664,0.9072259063785946,-0.2536062084064879,-5.199337582605575,-5.199337582605575,1.673890637930217,1.2385362263304773,0.0931086383517774,1.2423646628336158,0
