feature_5_0.0,feature_5_1.0,feature_5_2.0,feature_5_Other,feature_8_0,feature_8_1,feature_8_2,feature_8_Other,feature_13_3,feature_13_2,feature_13_1,feature_13_Other,feature_14_0,feature_14_1,feature_14_2,feature_14_Other,feature_16_1,feature_16_2,feature_16_0,feature_16_Other,feature_18,feature_19_1,feature_19_2,feature_19_3,feature_23_0,feature_23_1,feature_23_2,feature_23_Other,feature_24_0,feature_24_1,feature_24_2,feature_24_Other,feature_25_0,feature_25_1,feature_25_24,feature_25_Other,feature_26_0,feature_26_1,feature_26_2,feature_26_Other,feature_27_0,feature_27_1,feature_27_2,feature_27_Other,feature_28_0,feature_28_24,feature_28_1,feature_28_Other,feature_29_0,feature_29_1,feature_29_2,feature_29_Other,feature_30_1,feature_30_2,feature_31_0,feature_31_1,feature_31_2,feature_31_Other,feature_32_0,feature_32_1,feature_32_2,feature_32_Other,feature_35_0,feature_35_5,feature_35_3,feature_35_Other,feature_36_0,feature_36_2,feature_36_1,feature_36_Other,feature_37_0,feature_37_1,feature_37_2,feature_37_Other,feature_11,feature_22,feature_48,feature_2,feature_12,feature_15,feature_17,feature_6,feature_7,feature_9,feature_39,feature_42,feature_43,feature_44,feature_46,feature_0,feature_1,feature_3,feature_4,feature_10,feature_21,feature_33,feature_34,feature_40,feature_41,feature_47,target
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2.8609031327320844,-1.5597414295475387,0.0364551738366067,0.8708193292371792,75.0,0.9101268004972825,0.206,5218.22,0.0,388.4867032967033,454.00659340659337,143.0633333333332,413.4200000000001,-28.69999999999981,1.5352569453018907,2360.0,2710.0914285714284,16,1936.96,0.0,0,0,503.7285714285714,582.3586956521739,205.7946031746032,478.273450050892,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.9966785262334086,0.029032745019884662,-0.036506479239675114,0.3912016396648006,3.0,0.0441541617186656,1.1226,260.0,0.0,1260.1871428571428,1109.8662191780822,-124.25999999999976,168.03000000000063,-618.27,7.24586483928057,1612.0257142857142,4120.702857142857,46,2708.19,0.0,200,2126,1465.0228571428572,249.99775510204088,45.56920577617328,461.35383705086986,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.4534071220284588,1.6258730839193731,0.03732481570621558,0.5744925751817909,125.0,0.9573388733210938,0.9073333333333332,4399.0,0.0,868.5641758241758,1435.8483835616437,-60.703333333335046,1112.8200000000006,-803.8000000000029,1.8133274066757223,4281.783166666666,7453.156666666667,16,2430.0,0.0,0,0,1468.7716666666663,1196.1122727272727,156.78449704142014,1079.9937454516953,1
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.8924195624775845,0.8640108528133438,-0.0954500577876144,0.2961836507206676,479.0,0.518,0.9073333333333332,991.0,0.0,-272.95824175824174,-266.1312328767123,4.3766666666664,53.85999999999876,-24.61999999999898,1.5077968473474088,865.3291666666664,2921.596666666666,3,85.0,0.0,2331,0,-265.22,431.9169999999999,35.06182926829268,89.77784505751424,1
1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.5411411891649975,-0.35528095557560896,-0.01399974720421234,0.3251574244813716,376.0,0.950803051471952,0.8761904761904762,1071.25,43362.21,6965.082857142857,6683.5200273972605,638.7633333333251,11059.919999999993,-11813.129999999996,-29.016814503848213,3190.9436979166667,9813.534791666669,199,19702.8,0.0,1852,0,7906.844999999999,1352.1360215053762,247.17037924151705,4647.1716212529245,1
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.21473629806472752,-1.0614606329054463,0.03690443899792601,0.736462447362026,1.0,1.0,0.68675,120.0,9992.43,1263.266043956044,3364.7167945205483,-546.8366666666656,4027.459999999999,-3879.2199999999975,18.644317570070378,3256.644,4422.0095833333335,23,-3437.4300000000003,22.0,0,0,1744.6675,967.7140625,128.37543307086614,1659.8072621904705,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.39718948463741977,1.6375820321433388,0.1203699404500849,0.4769486692015209,336.0,0.6691290339806689,0.814078947368421,2600.0,0.0,142.89824175824177,188.7410684931507,248.4300000000008,746.6100000000015,-0.6899999999995998,1.2894639667448666,1877.66,3936.817777777778,1,8.0,0.0,0,0,91.78555555555556,846.3199999999999,89.48132867132865,318.11583954653923,1
1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.12410533414170095,-0.38910680600039854,0.08603778011516831,0.4522166878675339,85.0,0.9672727272727272,0.9073333333333332,107.0,3796.56,440.057912087912,280.550055401662,83.5266666666671,3692.57,-3063.9799999999987,-12.255141622422522,1018.6111805555556,2252.484722222222,21,-876.37,0.0,0,0,485.9757142857143,539.1324000000001,68.53746113989637,819.9748741645828,0
1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.7620958577828042,-0.8166135155998542,0.14259053677709896,0.2636765131135043,206.0,0.9101268004972825,0.304,354.95,0.0,93.32648351648352,1.589090909090909,-2.929999999999685,552.3200000000002,-551.4300000000007,0.2080246120920277,802.4133333333333,3043.173333333333,19,-9.0,812.51,854,0,11.671666666666669,323.55894736842106,26.68986984815617,214.84400566411028,1
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.28049377977543716,-1.5308593572617568,0.0405683124216199,0.3617457388891999,317.0,0.9101268004972825,0.9073333333333332,1887.5,0.0,231.19065934065927,247.71408839779005,16.016666666666424,218.67000000000053,-186.6900000000005,1.5045714285714291,899.3002083333333,2486.000833333333,24,915.0,0.0,0,0,454.8225,114.8349295774648,20.729488491048595,295.43300856220327,1
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.579642671210112,0.3386693758314198,-0.10988441802255706,0.3287792972706704,147.0,0.8189219539584504,0.8112121212121212,23.0,0.0,-643.3191208791209,-722.782561983471,-1.039999999998751,10.520000000001346,-8.119999999998981,-4.102102728731942,1541.7875,4689.43,57,6284.0,0.0,332,2549,-581.0366666666666,469.75789473684216,81.15418181818181,318.8414540141623,1
1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.8142253396607163,-0.3360262407184211,0.5222285028597174,0.268364015732403,780.0,0.9101268004972825,0.9073333333333332,80.0,0.0,116.76615384615384,-65.70468493150685,-0.4266666666668849,71.49000000000069,-132.84000000000017,-4.199316952710209,905.8958333333334,3375.623333333333,84,-309.42,0.0,0,0,505.0633333333333,210.529875,39.44653395784543,713.5667131749217,1
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0.85391808043247,1.220743475370163,0.01965052141953229,0.4910699648661231,252.0,0.9641268272014688,0.98119804400978,5000.0,27500.0,3915.467472527472,1497.689616438356,-1915.8366666666736,609.7499999999709,-4020.4999999999927,-72.69850277812075,6411.831547619047,13056.859523809522,264,-10076.0,-25600.0,0,0,4921.015,738.757597765363,185.21492617449667,4003.4865483794174,0
1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.12410533414170095,-0.22518153086487994,0.12040256022516906,0.25,9.0,0.9101268004972825,0.9073333333333332,920.0,0.0,190.1918681318681,272.3796178343949,-515.2400000000001,-1.1300000000001091,-1538.9700000000005,-1.3576989751821196,1306.8818749999998,5227.527499999999,11,-444.03,0.0,0,0,0.27,354.85875,65.66781818181818,384.69785029782827,1
1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.8017885985545579,-1.5558384468062167,0.027469956364076415,0.4162100881950668,255.0,0.9317568969093548,0.9861818181818182,0.0,3000.0,831.5263736263736,571.6760330578512,-1279.8400000000004,-356.5500000000002,-2465.0200000000004,28.154810388113766,1176.6536666666666,2827.066666666666,15,-1503.0,0.0,0,0,1210.9383333333333,395.5533333333333,66.33233830845772,1026.2353516914254,1
1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.9706137852944525,-0.9716920298550432,0.020016738197015917,0.4843839484304037,465.0,0.9101268004972825,0.9073333333333332,253.0,0.0,180.45505494505497,362.9938630136987,-164.71333333333192,-7.699999999997999,-306.989999999998,2.436990163394658,1212.3,2502.7666666666664,59,-2077.05,0.0,7410,0,200.7569230769231,161.55781609195404,51.96310714285713,271.66895785677053,1
0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.4753837074542879,-1.5350225388525,0.07145993099331045,0.3086131767157675,321.0,0.9101268004972825,1.2924,0.0,0.0,194.1668131868132,156.55096153846154,-100.20666666666692,266.5100000000002,-435.65000000000055,-1.4949710663867974,868.7666666666668,2815.066666666667,141,4741.55,0.0,0,0,234.70833333333337,169.70505747126438,71.73790476190476,317.54584873878593,1
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.605707412149068,0.8491795183963207,0.013720746954139525,0.5739148389378221,32.0,0.957659133458144,0.972,5563.65,0.0,1225.4474725274724,1330.1933150684931,-695.8666666666686,696.1999999999916,-2367.9800000000014,-25.447659052557945,4046.556833333333,7050.796666666666,22,3338.9,0.0,2296,0,1318.6983333333333,671.211914893617,98.92517647058826,1221.0638048227415,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.0583478524309913,1.4015816757180763,-0.010396599642884885,0.3716836698398127,0.0,0.562020389370359,0.96284375,593.0,10589.01,3808.708901098901,2261.8762087912087,595.5999999999991,3767.8599999999983,-3739.920000000002,29.853341317858177,3725.711,10023.875952380951,7,-10618.81,0.0,0,0,3797.102857142857,2138.568095238096,114.99501333333336,2951.0944955082746,0
1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.18867155712577147,1.1380002412541392,-0.22063523987548728,0.3208786806675581,1.0,0.9101268004972825,0.9073333333333332,3930.0,0.0,-380.4871428571429,-353.93951219512195,-0.9900000000012976,35.229999999997744,-49.95000000000073,2.709715191175865,924.2727514880952,2880.4430059523806,35,-5625.0,0.0,1223,0,-317.7716666666667,387.6757692307692,92.0644292237443,413.8344300920966,1
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,-0.579642671210112,1.9081888355416552,0.04120987726280031,0.3658987476247767,54.0,0.0,0.3885945945945946,2920.0,0.0,209.36967032967036,196.92771653543304,2.216666666665939,136.4100000000035,-118.48000000000684,3.119543565049184,2911.51,7957.146666666667,65,10567.0,0.0,22267,0,203.839375,555.3416393442623,110.6836274509804,269.2853935948033,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.5014484483932439,0.16875952715920767,-0.02377901427955615,0.3895546820319047,63.0,0.4890967875077389,0.6155,2665.0,10698.51,3168.694725274725,2092.248027397261,-487.1666666666712,3602.729999999994,-3050.8800000000083,-24.22473334156481,3282.855,8427.199444444444,20,4432.42,0.0,0,0,3558.4785714285717,1217.6068181818182,81.40878962536027,1920.127057037477,0
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.8142253396607163,1.7739262292401827,-0.03989073409864104,0.4243528230189261,324.0,0.3415324229291029,0.6982608695652174,4507.0,58000.0,2093.933956043956,1386.6514453125,5798.056666666657,38997.02000000001,-13096.490000000036,-271.8988118697781,4404.061138888888,10378.300555555554,75,10774.04,0.0,18452,3545,2601.848,1982.2309433962264,214.8629166666668,7430.19400862993,0
1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1.0488080081113207,-1.1569536106431215,0.18805031633882718,0.5359537749478035,428.0,0.9985045644264892,1.2433333333333334,507.25,0.0,123.33109890109893,-50.88301104972375,639.4866666666668,1706.550000000001,-112.2800000000002,14.620760423097504,2573.162666666666,4801.090666666666,34,130.36,0.0,527,2044,863.174,297.8545098039216,47.23174377224199,741.235238147082,0
1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.22836429789752508,0.9228157927825933,0.05522767588082073,0.2339615483152693,7.0,0.9101268004972825,1.0161111111111112,0.0,0.0,373.2117582417582,346.62138075313806,21.85666666666596,1756.989999999998,-1723.949999999997,-6.519070337901798,2008.3,8583.889166666666,30,12724.0,0.0,543,0,303.53000000000003,1128.2956,163.61523255813952,543.4309282363722,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,-0.9445490443554965,-0.37219388078800375,0.1499498925186053,0.4898378417102762,6.0,0.962061155152888,0.227,7412.5,11867.83,192.93340659340657,193.8632328767124,-6.960000000005191,223.01000000000025,-163.48000000001048,3.417246326707001,1589.7141527777776,3245.388611111111,99,-2431.85,881.0,271,97,319.7333333333333,337.16733812949644,81.6849128919861,843.6516853041112,0
1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.1666949716999424,1.4494582640116245,0.040636586089972074,0.8270706669295124,2.0,0.9101268004972825,0.0,0.0,12500.0,1317.5600000000002,458.4948493150685,804.9366666666687,12334.12,-10156.269999999991,38.93131612956333,3209.532202380952,3880.602142857143,54,-15163.79,0.0,0,0,953.2171428571428,502.124625,253.39033557046977,2185.6000288752,0
1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.010306526066206,-1.3328480328520271,0.1478190446154605,0.6967410129925062,8.0,0.8939105613701237,0.536,3014.0,8780.85,755.283956043956,577.0000821917808,-79.98000000000025,614.0600000000009,-798.9500000000012,37.32916549368235,1320.5047916666665,1895.2591666666665,17,-9250.75,0.0,0,0,240.68,193.77365853658537,26.747254901960783,1929.1975986158675,0
